latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,Average Dist. to All Other Fires (meters)
-26.77955,-49.95129,311.63,1.52,1.22,2022-04-20 00:00:00,1732,A,67,6.1NRT,295.31,15.53,D,2967946.1323336195
-26.77931,-49.95717,309.91,1.52,1.22,2022-04-20 00:00:00,1732,A,65,6.1NRT,295.37,12.14,D,2967619.2186003095
-27.63562,-55.55179,324.47,1.02,1.01,2022-04-20 00:00:00,1732,A,79,6.1NRT,298.46,18.3,D,2826961.171127112
-27.53922,-55.19057,310.89,1.01,1.0,2022-04-20 00:00:00,1732,A,57,6.1NRT,298.9,5.54,D,2826863.1488161255
-27.40438,-54.37452,312.38,1.0,1.0,2022-04-20 00:00:00,1734,A,57,6.1NRT,299.21,6.08,D,2837149.3701068335
-27.40585,-54.38461,310.68,1.0,1.0,2022-04-20 00:00:00,1734,A,0,6.1NRT,299.19,4.66,D,2836978.127742881
-27.01238,-51.94991,318.78,1.17,1.08,2022-04-20 00:00:00,1734,A,75,6.1NRT,294.13,16.85,D,2891578.8850956294
-27.01424,-51.96138,346.92,1.17,1.08,2022-04-20 00:00:00,1734,A,94,6.1NRT,298.5,66.04,D,2891249.2039989927
-27.01342,-52.20006,310.37,1.14,1.06,2022-04-20 00:00:00,1734,A,60,6.1NRT,296.93,7.85,D,2881396.9762670733
-27.00391,-52.20211,343.64,1.14,1.06,2022-04-20 00:00:00,1734,A,93,6.1NRT,297.59,55.61,D,2880555.0111349025
-27.33474,-54.34226,337.63,1.0,1.0,2022-04-20 00:00:00,1734,A,89,6.1NRT,301.37,35.1,D,2832252.7101940564
-27.33622,-54.35238,322.61,1.0,1.0,2022-04-20 00:00:00,1734,A,77,6.1NRT,300.22,15.78,D,2832077.653406213
-27.28699,-54.14346,309.28,1.01,1.0,2022-04-20 00:00:00,1734,A,0,6.1NRT,298.92,4.63,D,2834279.0581646236
-26.84827,-51.44983,314.25,1.24,1.11,2022-04-20 00:00:00,1734,A,71,6.1NRT,295.7,14.52,D,2900184.8856930328
-26.84782,-51.44273,306.14,1.24,1.11,2022-04-20 00:00:00,1734,A,42,6.1NRT,294.33,6.43,D,2900466.704321404
-26.84987,-51.45511,307.37,1.24,1.11,2022-04-20 00:00:00,1734,A,52,6.1NRT,295.02,7.59,D,2900074.694550968
-27.1164,-53.18663,312.29,1.05,1.02,2022-04-20 00:00:00,1734,A,63,6.1NRT,299.8,6.34,D,2852172.5479137097
-27.42815,-55.37951,308.72,1.01,1.01,2022-04-20 00:00:00,1734,A,50,6.1NRT,297.8,4.77,D,2813029.400179528
-27.42957,-55.38974,327.14,1.01,1.01,2022-04-20 00:00:00,1734,A,82,6.1NRT,298.98,21.9,D,2812920.023235089
-26.78862,-51.27345,324.15,1.27,1.12,2022-04-20 00:00:00,1734,A,81,6.1NRT,295.8,28.62,D,2903515.936519737
-27.30667,-54.7154,311.56,1.0,1.0,2022-04-20 00:00:00,1734,A,61,6.1NRT,299.15,5.77,D,2819322.2184632397
-27.29768,-54.71704,317.03,1.0,1.0,2022-04-20 00:00:00,1734,A,71,6.1NRT,299.58,10.42,D,2818525.520947747
-26.78752,-51.57137,315.99,1.23,1.1,2022-04-20 00:00:00,1734,A,73,6.1NRT,298.78,13.54,D,2890074.8361660484
-27.24455,-54.54066,312.46,1.0,1.0,2022-04-20 00:00:00,1734,A,63,6.1NRT,299.73,7.39,D,2818994.4989031497
-27.29757,-55.10674,310.96,1.0,1.0,2022-04-20 00:00:00,1734,A,60,6.1NRT,300.14,5.64,D,2808425.1417495385
-27.31327,-55.2184,323.24,1.01,1.0,2022-04-20 00:00:00,1734,A,79,6.1NRT,299.04,17.57,D,2807058.6474027387
-27.28855,-55.10838,310.95,1.0,1.0,2022-04-20 00:00:00,1734,A,60,6.1NRT,299.17,5.78,D,2807629.631900505
-27.12777,-54.18572,313.96,1.01,1.0,2022-04-20 00:00:00,1734,A,67,6.1NRT,300.15,7.51,D,2819828.491510235
-27.9113,-60.75682,328.89,1.89,1.34,2022-04-20 00:00:00,1734,A,83,6.1NRT,297.5,55.7,D,2813250.884683696
-27.10267,-54.25833,327.16,1.0,1.0,2022-04-20 00:00:00,1734,A,82,6.1NRT,299.12,21.82,D,2815558.282663579
-27.10415,-54.26848,330.09,1.0,1.0,2022-04-20 00:00:00,1734,A,84,6.1NRT,300.35,25.44,D,2815372.9012294007
-27.21166,-55.01382,317.02,1.0,1.0,2022-04-20 00:00:00,1734,A,72,6.1NRT,298.83,10.18,D,2803565.025644721
-27.21309,-55.02391,328.96,1.0,1.0,2022-04-20 00:00:00,1734,A,83,6.1NRT,299.62,23.04,D,2803429.7772943904
-27.20265,-55.01543,314.42,1.0,1.0,2022-04-20 00:00:00,1734,A,68,6.1NRT,298.68,7.96,D,2802776.7099525467
-27.20408,-55.02553,328.76,1.0,1.0,2022-04-20 00:00:00,1734,A,83,6.1NRT,299.42,22.74,D,2802641.254241295
-27.22695,-55.18743,308.49,1.01,1.0,2022-04-20 00:00:00,1734,A,51,6.1NRT,297.72,5.37,D,2800584.160559763
-27.90605,-60.74316,319.48,1.88,1.34,2022-04-20 00:00:00,1734,A,61,6.1NRT,297.0,29.47,D,2812709.617814328
-27.90803,-60.76236,321.96,1.89,1.34,2022-04-20 00:00:00,1734,A,77,6.1NRT,297.13,35.66,D,2813005.9821859193
-26.53822,-51.1941,307.6,1.29,1.13,2022-04-20 00:00:00,1734,A,54,6.1NRT,295.72,9.25,D,2887967.7637808267
-26.65553,-52.02479,326.13,1.17,1.08,2022-04-20 00:00:00,1734,A,82,6.1NRT,296.45,25.54,D,2860459.9482741915
-26.65741,-52.03632,312.0,1.17,1.08,2022-04-20 00:00:00,1734,A,62,6.1NRT,299.71,9.07,D,2860126.4889567303
-27.08966,-55.00096,323.2,1.0,1.0,2022-04-20 00:00:00,1734,A,78,6.1NRT,299.36,16.32,D,2793829.4590025772
-27.09108,-55.01102,315.81,1.0,1.0,2022-04-20 00:00:00,1734,A,69,6.1NRT,298.86,10.27,D,2793691.9571474087
-27.148,-55.41618,314.04,1.01,1.01,2022-04-20 00:00:00,1734,A,66,6.1NRT,300.59,7.54,D,2788766.799679746
-27.07779,-54.98243,324.24,1.0,1.0,2022-04-20 00:00:00,1734,A,79,6.1NRT,300.26,17.6,D,2793328.09856183
-27.13894,-55.41777,343.13,1.01,1.01,2022-04-20 00:00:00,1734,A,92,6.1NRT,303.77,44.22,D,2787982.910478443
-27.21691,-56.34228,310.37,1.06,1.03,2022-04-20 00:00:00,1734,A,45,6.1NRT,299.12,4.69,D,2776402.453509589
-26.96635,-54.5854,308.34,1.0,1.0,2022-04-20 00:00:00,1734,A,45,6.1NRT,298.04,4.73,D,2794901.1753206006
-27.21193,-56.34879,315.54,1.06,1.03,2022-04-20 00:00:00,1734,A,67,6.1NRT,300.21,9.22,D,2775877.2069854457
-26.9233,-54.47987,314.47,1.0,1.0,2022-04-20 00:00:00,1734,A,67,6.1NRT,299.39,7.97,D,2794431.301502622
-27.05541,-55.40696,337.71,1.01,1.0,2022-04-20 00:00:00,1734,A,89,6.1NRT,299.63,35.88,D,2781355.3464616104
-27.05683,-55.41714,316.11,1.01,1.01,2022-04-20 00:00:00,1734,A,69,6.1NRT,298.47,9.97,D,2781244.637188729
-26.9143,-54.48153,313.11,1.0,1.0,2022-04-20 00:00:00,1734,A,64,6.1NRT,299.48,7.08,D,2793657.8911680547
-26.44614,-51.61736,314.15,1.23,1.1,2022-04-20 00:00:00,1734,A,68,6.1NRT,296.89,14.5,D,2861860.9197951923
-27.01639,-55.39301,323.68,1.01,1.0,2022-04-20 00:00:00,1734,A,78,6.1NRT,300.23,17.74,D,2778481.0856875274
-26.97138,-55.33465,320.92,1.01,1.0,2022-04-20 00:00:00,1734,A,57,6.1NRT,298.97,14.33,D,2776150.3211887707
-26.9728,-55.34478,313.49,1.01,1.0,2022-04-20 00:00:00,1734,A,48,6.1NRT,298.54,7.88,D,2776033.0947551937
-26.74885,-53.86446,320.73,1.02,1.01,2022-04-20 00:00:00,1734,A,76,6.1NRT,298.73,15.4,D,2799487.559547692
-26.87255,-54.89754,310.41,1.0,1.0,2022-04-20 00:00:00,1734,A,51,6.1NRT,300.24,4.89,D,2778875.794425446
-26.7431,-54.19923,309.58,1.01,1.0,2022-04-20 00:00:00,1734,A,54,6.1NRT,298.06,5.63,D,2788411.4705449357
-26.85986,-55.00286,315.05,1.0,1.0,2022-04-20 00:00:00,1734,A,67,6.1NRT,300.72,8.3,D,2775160.154426341
-27.04765,-56.56432,312.87,1.07,1.03,2022-04-20 00:00:00,1734,A,59,6.1NRT,299.72,6.34,D,2758754.309891603
-26.19379,-51.5867,320.1,1.25,1.11,2022-04-20 00:00:00,1734,A,76,6.1NRT,294.55,21.15,D,2844290.42184106
-26.19587,-51.59917,321.44,1.25,1.11,2022-04-20 00:00:00,1734,A,78,6.1NRT,296.14,23.38,D,2843893.1125861653
-26.88904,-56.42137,311.09,1.06,1.03,2022-04-20 00:00:00,1734,A,53,6.1NRT,299.04,4.82,D,2748071.0230524545
-26.14329,-51.53149,317.2,1.26,1.11,2022-04-20 00:00:00,1734,A,73,6.1NRT,296.27,17.62,D,2843009.650548756
-26.14545,-51.54424,317.8,1.26,1.11,2022-04-20 00:00:00,1734,A,74,6.1NRT,296.43,18.26,D,2842599.5221536304
-26.09933,-51.5076,307.3,1.26,1.12,2022-04-20 00:00:00,1734,A,50,6.1NRT,296.14,7.83,D,2840843.707352661
-26.58756,-54.63794,313.06,1.0,1.0,2022-04-20 00:00:00,1734,A,63,6.1NRT,298.76,7.48,D,2763272.250334833
-26.10613,-51.61022,312.02,1.25,1.11,2022-04-20 00:00:00,1734,A,65,6.1NRT,294.93,12.95,D,2836773.8015261693
-26.39687,-53.79206,316.88,1.03,1.01,2022-04-20 00:00:00,1734,A,70,6.1NRT,297.52,11.95,D,2774434.4057767517
-26.39844,-53.80234,309.48,1.03,1.01,2022-04-20 00:00:00,1734,A,51,6.1NRT,298.2,6.0,D,2774213.9280403866
-26.52457,-54.64941,317.45,1.0,1.0,2022-04-20 00:00:00,1734,A,71,6.1NRT,299.53,10.81,D,2758036.7247342006
-26.52603,-54.65942,344.6,1.0,1.0,2022-04-20 00:00:00,1734,A,93,6.1NRT,302.02,46.93,D,2757872.5288268537
-26.50204,-54.81428,316.98,1.0,1.0,2022-04-20 00:00:00,1734,A,70,6.1NRT,301.12,9.43,D,2751809.579180768
-26.39597,-54.15396,310.65,1.01,1.01,2022-04-20 00:00:00,1734,A,55,6.1NRT,298.46,6.64,D,2762720.0250900458
-26.45187,-54.65913,350.39,1.0,1.0,2022-04-20 00:00:00,1734,A,96,6.1NRT,300.99,58.88,D,2752132.9184349054
-26.36746,-54.45394,309.72,1.0,1.0,2022-04-20 00:00:00,1734,A,52,6.1NRT,299.38,5.05,D,2751469.128373442
-26.36893,-54.46397,319.68,1.0,1.0,2022-04-20 00:00:00,1734,A,74,6.1NRT,299.81,13.21,D,2751289.7192279464
-25.58505,-50.13446,321.1,1.56,1.23,2022-04-20 00:00:00,1734,A,78,6.1NRT,293.94,29.75,D,2870461.9440222355
-25.58775,-50.14968,336.87,1.55,1.23,2022-04-20 00:00:00,1734,A,89,6.1NRT,297.08,66.9,D,2869862.4115027213
-26.52046,-56.5507,331.6,1.06,1.03,2022-04-20 00:00:00,1734,A,85,6.1NRT,299.09,27.95,D,2716333.1969962157
-26.52186,-56.56139,321.16,1.07,1.03,2022-04-20 00:00:00,1734,A,76,6.1NRT,298.12,14.79,D,2716272.7842863817
-26.44311,-56.29883,315.87,1.05,1.02,2022-04-20 00:00:00,1734,A,29,6.1NRT,298.89,7.77,D,2714479.803000514
-26.4339,-56.30037,317.98,1.05,1.02,2022-04-20 00:00:00,1734,A,72,6.1NRT,298.72,9.79,D,2713729.441294794
-26.42049,-56.27053,315.88,1.04,1.02,2022-04-20 00:00:00,1734,A,56,6.1NRT,298.24,8.7,D,2713210.0891211587
-26.10684,-54.50026,323.07,1.0,1.0,2022-04-20 00:00:00,1734,A,78,6.1NRT,298.88,15.6,D,2730358.793421865
-25.16746,-49.05588,307.81,1.87,1.34,2022-04-20 00:00:00,1734,A,57,6.1NRT,289.42,17.67,D,2900152.087778429
-26.01012,-54.3383,311.5,1.01,1.0,2022-04-20 00:00:00,1734,A,57,6.1NRT,301.41,6.4,D,2727903.706970995
-26.19699,-55.6386,309.84,1.01,1.01,2022-04-20 00:00:00,1734,A,55,6.1NRT,296.64,4.58,D,2708444.885906294
-25.50797,-51.28635,309.88,1.33,1.14,2022-04-20 00:00:00,1734,A,53,6.1NRT,297.94,10.55,D,2808440.8652731013
-25.93192,-54.31141,341.91,1.01,1.0,2022-04-20 00:00:00,1734,A,91,6.1NRT,301.85,41.87,D,2722924.147737756
-25.93342,-54.32146,343.06,1.01,1.0,2022-04-20 00:00:00,1734,A,92,6.1NRT,302.88,43.16,D,2722730.6625370425
-25.42056,-52.23547,320.69,1.19,1.08,2022-04-20 00:00:00,1734,A,74,6.1NRT,300.63,15.91,D,2760789.185422882
-26.63835,-63.02394,317.82,2.62,1.55,2022-04-20 00:00:00,1734,A,72,6.1NRT,300.36,33.74,D,2736609.391524548
-25.3406,-52.81545,320.1,1.12,1.06,2022-04-20 00:00:00,1734,A,75,6.1NRT,299.73,15.14,D,2732018.38785338
-25.34238,-52.8265,333.19,1.12,1.05,2022-04-20 00:00:00,1734,A,86,6.1NRT,300.82,33.09,D,2731718.1105265617
-24.97867,-53.78892,316.2,1.05,1.02,2022-04-20 00:00:00,1734,A,35,6.1NRT,301.13,6.3,D,2671787.6130017624
-24.29378,-56.09233,318.27,1.01,1.01,2022-04-20 00:00:00,1734,A,32,6.1NRT,299.39,6.54,D,2561784.2282507448
-24.16535,-56.6287,312.47,1.03,1.02,2022-04-20 00:00:00,1734,A,57,6.1NRT,297.1,5.79,D,2542528.156824086
-24.16672,-56.63883,316.25,1.03,1.02,2022-04-20 00:00:00,1734,A,67,6.1NRT,297.57,9.03,D,2542438.2680270826
-24.12235,-56.44996,316.06,1.02,1.01,2022-04-20 00:00:00,1734,A,53,6.1NRT,298.84,7.99,D,2542976.0092077004
-23.92883,-56.84135,314.71,1.04,1.02,2022-04-20 00:00:00,1734,A,62,6.1NRT,299.12,7.48,D,2522946.8347184323
-23.89757,-56.88826,315.74,1.05,1.02,2022-04-20 00:00:00,1734,A,64,6.1NRT,299.19,7.66,D,2520090.138438829
-23.8614,-56.81712,325.4,1.04,1.02,2022-04-20 00:00:00,1734,A,78,6.1NRT,300.08,16.96,D,2518890.71052158
-23.86279,-56.8273,319.09,1.04,1.02,2022-04-20 00:00:00,1734,A,70,6.1NRT,299.5,10.14,D,2518808.710862982
-23.11538,-52.89282,314.72,1.18,1.08,2022-04-20 00:00:00,1734,A,50,6.1NRT,299.68,7.15,D,2585412.635905712
-22.98134,-52.87732,318.5,1.19,1.08,2022-04-20 00:00:00,1734,A,67,6.1NRT,301.11,10.55,D,2578140.4285163223
-23.44011,-55.89802,316.71,1.0,1.0,2022-04-20 00:00:00,1734,A,64,6.1NRT,298.89,8.74,D,2510508.8852974526
-23.33539,-56.0724,334.85,1.0,1.0,2022-04-20 00:00:00,1734,A,86,6.1NRT,300.14,28.38,D,2499962.697470651
-23.31974,-56.15097,315.51,1.01,1.0,2022-04-20 00:00:00,1734,A,57,6.1NRT,301.11,8.03,D,2497248.3164663897
-23.372,-56.86401,314.04,1.04,1.02,2022-04-20 00:00:00,1734,A,50,6.1NRT,299.54,5.96,D,2486512.088731851
-23.30572,-57.97098,342.62,1.13,1.06,2022-04-20 00:00:00,1734,A,90,6.1NRT,307.82,44.14,D,2466743.8984476374
-23.30712,-57.98201,373.99,1.13,1.06,2022-04-20 00:00:00,1734,A,100,6.1NRT,310.18,143.46,D,2466716.069600624
-23.30853,-57.99305,323.41,1.13,1.06,2022-04-20 00:00:00,1734,A,72,6.1NRT,303.59,13.75,D,2466690.8791867327
-23.30067,-57.96727,321.99,1.13,1.06,2022-04-20 00:00:00,1734,A,70,6.1NRT,304.53,12.01,D,2466460.4306310667
-23.30212,-57.97829,357.25,1.13,1.06,2022-04-20 00:00:00,1734,A,98,6.1NRT,311.01,83.29,D,2466435.0498662535
-23.30357,-57.98932,330.8,1.13,1.06,2022-04-20 00:00:00,1734,A,81,6.1NRT,304.98,23.6,D,2466411.663539398
-23.09075,-57.03185,320.03,1.04,1.02,2022-04-20 00:00:00,1734,A,68,6.1NRT,301.08,11.27,D,2466049.296812141
-23.26867,-58.40826,320.11,1.18,1.08,2022-04-20 00:00:00,1734,A,65,6.1NRT,304.61,10.41,D,2460340.6542903087
-23.27011,-58.41979,338.33,1.18,1.08,2022-04-20 00:00:00,1734,A,87,6.1NRT,305.29,40.19,D,2460344.5198525586
-23.2678,-58.41376,330.4,1.18,1.08,2022-04-20 00:00:00,1734,A,80,6.1NRT,305.13,23.98,D,2460241.9039182803
-23.26929,-58.4253,325.63,1.18,1.08,2022-04-20 00:00:00,1734,A,75,6.1NRT,304.78,16.78,D,2460250.295097377
-23.25954,-58.42675,351.5,1.18,1.08,2022-04-20 00:00:00,1734,A,95,6.1NRT,306.47,70.77,D,2459612.3836094784
-23.24978,-58.42821,326.76,1.18,1.08,2022-04-20 00:00:00,1734,A,76,6.1NRT,304.8,17.67,D,2458975.8418161655
-23.197,-58.48326,336.95,1.19,1.08,2022-04-20 00:00:00,1734,A,86,6.1NRT,307.3,34.13,D,2455213.0001663305
-23.19845,-58.49488,349.59,1.19,1.09,2022-04-20 00:00:00,1734,A,94,6.1NRT,306.63,63.94,D,2455224.7824647347
-23.1235,-59.47035,353.84,1.34,1.15,2022-04-20 00:00:00,1734,A,97,6.1NRT,306.85,94.52,D,2446954.370230233
-23.12504,-59.48348,346.45,1.35,1.15,2022-04-20 00:00:00,1734,A,93,6.1NRT,306.74,70.46,D,2447053.7533355234
-23.12567,-59.46346,318.81,1.34,1.15,2022-04-20 00:00:00,1734,A,62,6.1NRT,303.78,11.43,D,2447093.9749903018
-23.12729,-59.47656,353.67,1.34,1.15,2022-04-20 00:00:00,1734,A,97,6.1NRT,308.47,94.67,D,2447196.968616741
-23.14021,-60.21997,319.59,1.5,1.21,2022-04-20 00:00:00,1734,A,66,6.1NRT,303.96,16.4,D,2450015.882750251
-22.19049,-54.04958,321.12,1.08,1.04,2022-04-20 00:00:00,1734,A,55,6.1NRT,304.3,9.94,D,2489946.981300069
-22.73189,-58.27102,320.06,1.15,1.07,2022-04-20 00:00:00,1734,A,66,6.1NRT,304.06,10.38,D,2428036.9346126597
-22.73332,-58.28219,352.38,1.15,1.07,2022-04-20 00:00:00,1734,A,96,6.1NRT,306.13,71.43,D,2428024.362468347
-22.39725,-56.12683,323.13,1.0,1.0,2022-04-20 00:00:00,1734,A,74,6.1NRT,301.04,14.82,D,2442342.4567347574
-22.71756,-59.54535,319.8,1.34,1.15,2022-04-20 00:00:00,1734,A,64,6.1NRT,306.3,10.7,D,2421564.347585173
-22.16188,-56.21798,326.27,1.0,1.0,2022-04-20 00:00:00,1734,A,76,6.1NRT,303.87,14.8,D,2426810.740802594
-22.15288,-56.21946,325.91,1.0,1.0,2022-04-20 00:00:00,1734,A,78,6.1NRT,305.42,14.66,D,2426267.81161987
-22.16323,-56.82287,320.33,1.02,1.01,2022-04-20 00:00:00,1734,A,65,6.1NRT,307.04,9.66,D,2414556.0862349593
-22.1085,-58.32771,318.39,1.14,1.06,2022-04-20 00:00:00,1734,A,62,6.1NRT,303.3,10.94,D,2390647.467428731
-22.10993,-58.33873,326.97,1.14,1.06,2022-04-20 00:00:00,1734,A,77,6.1NRT,303.93,21.77,D,2390632.5985969906
-22.07972,-58.82278,319.05,1.2,1.09,2022-04-20 00:00:00,1734,A,63,6.1NRT,304.47,11.26,D,2385466.607475493
-22.14655,-59.84139,318.42,1.37,1.16,2022-04-20 00:00:00,1734,A,63,6.1NRT,301.72,11.55,D,2387616.5900872666
-21.9352,-58.25435,319.95,1.13,1.06,2022-04-20 00:00:00,1734,A,67,6.1NRT,305.19,10.71,D,2381421.9750545206
-21.93662,-58.26524,324.4,1.13,1.06,2022-04-20 00:00:00,1734,A,74,6.1NRT,306.38,16.07,D,2381399.397383943
-21.26299,-54.2578,321.83,1.08,1.04,2022-04-20 00:00:00,1734,A,71,6.1NRT,305.77,11.2,D,2433490.6665243385
-21.01995,-54.59317,319.29,1.06,1.03,2022-04-20 00:00:00,1734,A,51,6.1NRT,301.92,9.16,D,2410174.5275125494
-20.71941,-53.0284,324.58,1.25,1.11,2022-04-20 00:00:00,1734,A,74,6.1NRT,302.95,17.79,D,2452223.286823818
-21.26189,-57.13504,319.04,1.02,1.01,2022-04-20 00:00:00,1734,A,66,6.1NRT,305.03,8.57,D,2359569.1901067467
-20.82928,-54.36633,321.9,1.08,1.04,2022-04-20 00:00:00,1734,A,26,6.1NRT,307.86,9.04,D,2408193.4418550176
-21.87785,-62.46353,316.53,2.07,1.4,2022-04-20 00:00:00,1734,A,64,6.1NRT,300.68,19.56,D,2398206.6150570284
-20.85898,-55.66478,322.26,1.01,1.0,2022-04-20 00:00:00,1734,A,48,6.1NRT,309.83,10.73,D,2370813.5580840837
-20.92566,-56.3799,341.8,1.0,1.0,2022-04-20 00:00:00,1734,A,90,6.1NRT,304.19,38.82,D,2356978.0669180914
-20.92703,-56.38948,321.24,1.0,1.0,2022-04-20 00:00:00,1734,A,70,6.1NRT,303.01,11.08,D,2356837.9958821437
-20.26875,-56.3552,323.19,1.0,1.0,2022-04-20 00:00:00,1734,A,73,6.1NRT,299.06,11.95,D,2325704.284472467
-20.35274,-58.99313,341.15,1.17,1.08,2022-04-20 00:00:00,1734,A,89,6.1NRT,304.33,43.05,D,2291869.064155005
-19.92414,-56.89972,322.91,1.01,1.0,2022-04-20 00:00:00,1734,A,41,6.1NRT,306.83,11.28,D,2298528.149113867
-19.91512,-56.90117,325.16,1.01,1.0,2022-04-20 00:00:00,1734,A,53,6.1NRT,304.3,13.35,D,2298092.8681551013
-19.91647,-56.91072,328.28,1.01,1.0,2022-04-20 00:00:00,1734,A,71,6.1NRT,304.42,17.95,D,2297970.4446377996
-19.95889,-57.61684,320.1,1.04,1.02,2022-04-20 00:00:00,1734,A,60,6.1NRT,305.29,6.81,D,2287862.7521180133
-19.46095,-59.74236,325.56,1.26,1.11,2022-04-20 00:00:00,1734,A,77,6.1NRT,306.92,17.74,D,2248751.0084982538
-18.68996,-55.25604,327.97,1.05,1.02,2022-04-20 00:00:00,1734,A,77,6.1NRT,307.03,15.42,D,2286886.1115174075
-18.42884,-55.54019,339.23,1.04,1.02,2022-04-20 00:00:00,1734,A,88,6.1NRT,307.25,30.55,D,2268795.0007491848
-18.43177,-55.5597,319.74,1.04,1.02,2022-04-20 00:00:00,1734,A,36,6.1NRT,305.78,5.98,D,2268363.859309743
-18.41824,-55.53196,347.61,1.04,1.02,2022-04-20 00:00:00,1734,A,93,6.1NRT,309.07,48.05,D,2268636.1880912604
-18.41971,-55.54173,378.71,1.04,1.02,2022-04-20 00:00:00,1734,A,100,6.1NRT,312.91,142.65,D,2268416.7416190747
-18.42118,-55.55148,328.0,1.04,1.02,2022-04-20 00:00:00,1734,A,74,6.1NRT,307.25,13.66,D,2268200.588251254
-18.41058,-55.54326,328.59,1.04,1.02,2022-04-20 00:00:00,1734,A,78,6.1NRT,308.1,16.22,D,2268041.569442006
-18.33826,-55.19087,320.76,1.06,1.03,2022-04-20 00:00:00,1734,A,65,6.1NRT,305.83,8.57,D,2275747.8254090236
-18.25773,-55.39439,322.99,1.05,1.02,2022-04-20 00:00:00,1734,A,70,6.1NRT,307.03,11.6,D,2266783.985900651
-18.65937,-58.23769,334.98,1.06,1.03,2022-04-20 00:00:00,1734,A,86,6.1NRT,305.38,27.32,D,2224392.2520377133
-18.66075,-58.24767,334.48,1.06,1.03,2022-04-20 00:00:00,1734,A,86,6.1NRT,306.59,25.93,D,2224328.68936004
-18.49312,-58.93319,324.89,1.12,1.05,2022-04-20 00:00:00,1734,A,51,6.1NRT,306.11,12.29,D,2211196.130821946
-18.15442,-59.47595,317.97,1.18,1.08,2022-04-20 00:00:00,1734,A,47,6.1NRT,303.03,10.13,D,2195137.258917685
-18.24236,-62.68927,313.0,1.91,1.35,2022-04-20 00:00:00,1734,A,58,6.1NRT,299.51,13.41,D,2222761.809065583
-17.76358,-60.70397,320.87,1.37,1.16,2022-04-20 00:00:00,1734,A,67,6.1NRT,302.97,14.18,D,2181131.6738760015
-17.76521,-60.71684,329.32,1.37,1.16,2022-04-20 00:00:00,1734,A,82,6.1NRT,304.19,29.62,D,2181253.361957375
-17.80621,-61.13004,320.97,1.46,1.19,2022-04-20 00:00:00,1734,A,72,6.1NRT,301.79,19.3,D,2185548.355133461
-17.74072,-62.49899,319.07,1.82,1.32,2022-04-20 00:00:00,1737,A,66,6.1NRT,300.0,18.87,D,2199919.4606192247
-17.7333,-62.48774,319.19,1.81,1.32,2022-04-20 00:00:00,1737,A,70,6.1NRT,301.35,21.14,D,2199455.647175658
-17.73536,-62.50481,318.54,1.82,1.32,2022-04-20 00:00:00,1737,A,69,6.1NRT,300.29,18.65,D,2199814.941326416
-16.85913,-64.01822,321.01,2.29,1.47,2022-04-20 00:00:00,1737,A,75,6.1NRT,297.17,45.16,D,2199572.3031679513
-16.86154,-64.03979,311.98,2.3,1.47,2022-04-20 00:00:00,1737,A,58,6.1NRT,296.06,19.15,D,2200173.005148678
-16.41745,-60.82415,320.7,1.34,1.15,2022-04-20 00:00:00,1737,A,61,6.1NRT,305.58,14.03,D,2137084.739290783
-16.24397,-62.07135,315.94,1.61,1.25,2022-04-20 00:00:00,1737,A,65,6.1NRT,299.83,16.73,D,2143601.304605911
-15.89769,-59.66605,321.97,1.14,1.06,2022-04-20 00:00:00,1737,A,70,6.1NRT,305.0,15.04,D,2122402.110462488
-15.89912,-59.67664,316.65,1.14,1.06,2022-04-20 00:00:00,1737,A,54,6.1NRT,302.76,9.51,D,2122395.256620601
-14.95454,-53.61923,318.83,1.41,1.18,2022-04-20 00:00:00,1737,A,33,6.1NRT,301.83,15.01,D,2237853.2104704934
-14.38901,-51.14412,316.38,2.18,1.43,2022-04-20 00:00:00,1737,A,64,6.1NRT,296.66,25.07,D,2342080.646213144
-14.82721,-53.83819,315.83,1.37,1.16,2022-04-20 00:00:00,1737,A,47,6.1NRT,295.1,13.47,D,2226864.9188385843
-15.22039,-56.56263,317.48,1.02,1.01,2022-04-20 00:00:00,1737,A,57,6.1NRT,303.72,6.05,D,2149994.993186265
-15.2218,-56.57206,321.84,1.02,1.01,2022-04-20 00:00:00,1737,A,61,6.1NRT,304.26,10.25,D,2149803.9115135744
-15.34751,-57.49541,323.22,1.0,1.0,2022-04-20 00:00:00,1737,A,73,6.1NRT,310.84,13.19,D,2133414.098652957
-14.93918,-55.41317,318.97,1.12,1.06,2022-04-20 00:00:00,1737,A,65,6.1NRT,304.03,9.14,D,2174959.5595729803
-15.35602,-59.27125,317.8,1.08,1.04,2022-04-20 00:00:00,1737,A,49,6.1NRT,302.59,8.0,D,2111384.370963049
-14.48245,-54.57093,315.0,1.25,1.11,2022-04-20 00:00:00,1737,A,35,6.1NRT,297.99,8.56,D,2193741.1029746495
-15.16443,-59.3527,321.13,1.09,1.04,2022-04-20 00:00:00,1737,A,67,6.1NRT,307.74,10.38,D,2106584.2770958855
-14.42861,-58.80444,347.48,1.03,1.02,2022-04-20 00:00:00,1737,A,93,6.1NRT,313.1,49.61,D,2096401.0653645531
-14.42992,-58.81398,347.74,1.03,1.02,2022-04-20 00:00:00,1737,A,94,6.1NRT,306.89,49.97,D,2096327.4005055223
